,index,Unnamed: 0,office_distance_from_house,bonus_salary_percentage,job_satisfaction,education_level,overtime_hour,company_latitude,company_longitude,gender,churn,state,label_state,label_education_level,cluster_office_distance_from_house,cluster_bonus_salary_percentage,cluster_job_satisfaction,cluster_overtime_hour
12,12,12,8110.0,35.57,4.0,masters degree,2.530027826420194,45.81401614679874,-89.53980226155646,1,0,Wisconsin,38,3,2,1,0,0
13,13,13,10669.0,68.5,3.0,masters degree,3.1790935520472243,45.55316161502191,-88.98362331716991,0,0,Wisconsin,38,3,0,0,0,1
14,14,14,14050.0,59.71,2.0,bachelor/diploma,3.6758083674987216,38.50335127994536,-94.25625392580898,1,0,Missouri,17,0,1,2,1,1
15,15,15,6753.0,61.26,3.0,masters degree,2.766406877844134,46.91624879315825,-97.7925054479828,0,0,North Dakota,24,3,2,0,0,0
16,16,16,13130.0,58.44,3.0,bachelor/diploma,3.884242788226001,40.039038279336,-76.660048362408,0,0,Pennsylvania,28,0,0,2,0,1
17,17,17,9424.0,37.46,3.0,bachelor/diploma,1.8322747663619583,50.12243175117148,-79.99066461753597,0,1,Ontario,27,0,0,1,0,0
18,18,18,10670.0,45.23,3.0,masters degree,3.246844882373522,38.63942547613468,-83.93271717057883,1,0,Kentucky,12,3,0,2,0,1
19,19,19,10199.0,45.33,2.0,bachelor/diploma,2.1486307328526526,44.70452791944261,-84.06172919876141,0,0,Michigan,14,0,0,2,1,0
20,20,20,4780.0,36.17,3.0,higher education,1.6327919318494786,37.21379864587102,-92.85843988053932,0,0,Missouri,17,2,2,1,0,0
21,21,21,7654.0,56.0,3.0,bachelor/diploma,3.5451666313549715,49.18954121950536,-88.07014015600609,0,0,Ontario,27,0,2,2,0,1
22,22,22,8457.0,42.33,3.0,masters degree,2.754794288488549,40.70889794248446,-87.04727527251225,0,0,Indiana,9,3,2,1,0,0
23,23,23,11895.0,45.32,3.0,masters degree,3.3468306141345603,39.84979536567303,-80.0369629506947,0,0,Pennsylvania,28,3,0,2,0,1
24,24,24,8228.0,78.65,3.0,bachelor/diploma,3.3956875296280247,46.891080008420566,-97.11954998690912,1,0,North Dakota,24,0,2,0,0,1
25,25,25,22507.0,26.81,2.0,bachelor/diploma,3.5370135229093984,35.887369037493755,-78.65865729786191,1,1,North Carolina,23,0,1,1,1,1
26,26,26,17671.0,51.62,2.0,bachelor/diploma,2.3757232727507764,39.087465091583695,-75.36722646450258,1,1,Delaware,6,0,1,2,1,0
27,27,27,13625.0,66.51,3.0,bachelor/diploma,2.9822526802555576,44.906436133091965,-83.80671822028407,1,0,Michigan,14,0,1,0,0,0
28,28,28,10956.0,62.54,3.0,masters degree,3.3950593418412627,42.32922941525093,-89.63065342742779,1,0,Illinois,8,3,0,0,0,1
29,29,29,7319.0,47.83,2.0,bachelor/diploma,2.6714620614836817,41.87364997193284,-84.90392248869243,1,1,Michigan,14,0,2,2,1,0
30,30,30,19179.0,18.38,2.0,bachelor/diploma,2.8486465987003293,44.1212839805853,-91.44134615570778,0,1,Wisconsin,38,0,1,1,1,0
31,31,31,19043.0,36.65,2.0,bachelor/diploma,3.132340096849941,39.13759936140416,-79.51540618142845,0,1,West Virginia,37,0,1,1,1,1
32,32,32,19604.0,39.78,2.0,bachelor/diploma,3.687358793842791,36.029496478215975,-79.81925865987847,0,1,North Carolina,23,0,1,1,1,1
33,33,33,6494.0,45.49,2.0,masters degree,2.582790192459364,42.198659028801615,-93.06262873541564,1,0,Iowa,10,3,2,2,1,0
34,34,34,19726.0,32.23,2.0,bachelor/diploma,2.6543071142600247,43.02945512617298,-77.49246442915864,1,1,New York,22,0,1,1,1,0
35,35,35,13505.0,66.36,3.0,bachelor/diploma,2.5411792840608607,42.89041252506456,-89.24045085462002,1,0,Wisconsin,38,0,1,0,0,0
36,36,36,13714.0,65.73,2.0,bachelor/diploma,3.4903279665051903,37.77353284638042,-102.64187846690704,1,0,Colorado,5,0,1,0,1,1
37,37,37,10305.0,52.06,2.0,masters degree,3.5623523454771884,37.60513969651833,-90.2505033372238,0,0,Missouri,17,3,0,2,1,1
38,38,38,11207.0,61.33,2.0,bachelor/diploma,2.5284562910865302,43.34333048785192,-85.37615233119818,1,1,Michigan,14,0,0,0,1,0
39,39,39,10938.0,51.32,2.0,masters degree,3.439602888439598,43.76070365572528,-86.15679646527893,1,1,Michigan,14,3,0,2,1,1
40,40,40,11644.0,62.35,3.0,bachelor/diploma,2.8077590362722886,44.59016407297237,-87.30501577675194,1,0,Wisconsin,38,0,0,0,0,0
41,41,41,6316.0,50.01,2.0,masters degree,3.476703461203281,45.936893198670575,-93.09622050260886,0,0,Minnesota,15,3,2,2,1,1
42,42,42,11030.0,38.84,1.0,masters degree,3.3850473531090803,37.48749051350518,-79.81405382734245,1,1,Virginia,36,3,0,1,1,1
43,43,43,9078.0,43.88,3.0,bachelor/diploma,3.807095907476489,47.27415115695147,-89.28714209337927,0,0,Michigan,14,0,0,1,0,1
44,44,44,15088.0,42.05,2.0,bachelor/diploma,3.297040323122311,39.22783504905532,-82.06719749947212,1,1,Ohio,25,0,1,1,1,1
45,45,45,12788.0,70.7,4.0,bachelor/diploma,2.265858534105629,43.73156112875685,-89.19625140047272,1,0,Wisconsin,38,0,0,0,0,0
46,46,46,10773.0,45.42,3.0,bachelor/diploma,4.313491924220432,42.322511695736,-83.53532270719595,0,1,Michigan,14,0,0,2,0,1
47,47,47,7322.0,80.98,3.0,masters degree,2.7801244513309884,46.54543366007773,-99.84854875783404,1,0,North Dakota,24,3,2,0,0,0
48,48,48,11515.0,61.57,2.0,bachelor/diploma,3.1145603325529776,37.684985261355095,-102.174422173811,0,0,Colorado,5,0,0,0,1,1
49,49,49,4589.0,62.79,1.0,bachelor/diploma,4.179411776989826,35.915052504905205,-100.7718591537658,1,0,Texas,33,0,2,0,1,1
50,50,50,1875.0,61.77,3.0,bachelor/diploma,2.962558420007581,40.14172169350503,-96.156907386694,0,0,Nebraska,19,0,2,0,0,0
51,51,51,11737.0,49.82,4.0,bachelor/diploma,1.9047125622133605,42.28239438721359,-86.47113709247647,0,0,Michigan,14,0,0,2,0,0
52,52,52,7692.0,45.86,4.0,bachelor/diploma,2.3408835842585933,44.7735040498919,-75.14064848280124,0,0,New York,22,0,2,2,0,0
53,53,53,8132.0,55.4,1.0,bachelor/diploma,4.49667665224696,37.69427271160636,-88.19856525174427,0,0,Illinois,8,0,2,2,1,1
54,54,54,19317.0,20.79,3.0,bachelor/diploma,3.2556322393436408,39.36274052432744,-88.46025755158573,0,1,Illinois,8,0,1,1,0,1
55,55,55,13598.0,50.6,4.0,masters degree,2.3058913497411098,43.30009997048915,-82.15178240365272,0,0,Ontario,27,3,1,2,0,0
56,56,56,3703.0,40.14,3.0,higher education,3.1597974646667177,34.028267148438594,-97.34921609789178,1,0,Oklahoma,26,2,2,1,0,1
57,57,57,9680.0,60.18,2.0,masters degree,3.914673748844213,39.10606445340248,-92.98979740147374,1,0,Missouri,17,3,0,2,1,1
58,58,58,2929.0,37.88,3.0,masters degree,3.2195678152996097,38.28682727839575,-78.1650682895023,1,0,Virginia,36,3,2,1,0,1
59,59,59,9111.0,52.08,3.0,masters degree,3.203520733757604,42.45113681106032,-95.28614159062217,0,0,Iowa,10,3,0,2,0,1
60,60,60,10257.0,53.86,3.0,bachelor/diploma,3.384818790102969,42.93598676146679,-88.63535518743994,0,0,Wisconsin,38,0,0,2,0,1
61,61,61,9330.0,43.62,3.0,masters degree,3.202679474470834,39.535156630143966,-84.60267534755894,0,0,Ohio,25,3,0,1,0,1
62,62,62,7613.0,53.38,2.0,masters degree,3.062020202425785,38.59411639978929,-91.29301613026904,0,0,Missouri,17,3,2,2,1,0
63,63,63,10523.0,46.22,2.0,bachelor/diploma,3.058907597257189,40.368966698352295,-82.86140044676851,1,1,Ohio,25,0,0,2,1,0
64,64,64,5861.0,71.72,1.0,bachelor/diploma,4.149865348108169,37.39322420117439,-105.95574636428614,0,0,Colorado,5,0,2,0,1,1
65,65,65,7488.0,57.63,2.0,bachelor/diploma,3.4997186951511976,39.047802889595154,-92.29932200257048,1,0,Missouri,17,0,2,2,1,1
66,66,66,21954.0,18.68,2.0,bachelor/diploma,2.9862709762851853,40.19059077774003,-76.01317090973956,1,1,Pennsylvania,28,0,1,1,1,0
67,67,67,11167.0,42.3,3.0,bachelor/diploma,3.4235118906995354,42.49955099925955,-84.35913217235151,0,0,Michigan,14,0,0,1,0,1
68,68,68,10115.0,51.98,4.0,masters degree,2.8119835595593905,47.76619930957682,-70.4582228270918,1,0,Québec,29,3,0,2,0,0
69,69,69,10036.0,43.67,2.0,masters degree,3.431017373280788,41.54780524753328,-83.08459668393479,1,0,Ohio,25,3,0,1,1,1
70,70,70,7946.0,42.95,3.0,masters degree,3.631389428847184,44.03807386843207,-90.3541058928692,0,0,Wisconsin,38,3,2,1,0,1
71,71,71,10778.0,53.0,2.0,masters degree,3.1619506579077727,45.57769784788522,-87.26937957954954,0,1,Michigan,14,3,0,2,1,1
72,72,72,7207.0,49.13,2.0,masters degree,3.3101346181464555,44.1316878477009,-85.40243050151956,1,1,Michigan,14,3,2,2,1,1
73,73,73,8387.0,51.72,4.0,bachelor/diploma,2.880246660421344,49.83098212399837,-84.37294355695559,0,0,Ontario,27,0,2,2,0,0
74,74,74,16009.0,89.28,2.0,bachelor/diploma,3.5995689741682284,45.15544101654,-105.16480619822676,0,0,Montana,18,0,1,0,1,1
75,75,75,11012.0,51.24,2.0,masters degree,3.39715653110676,43.99142085482684,-84.11945205746858,0,1,Michigan,14,3,0,2,1,1
76,76,76,12316.0,52.44,3.0,bachelor/diploma,2.243181906889046,47.89028467006745,-77.49410943064996,0,0,Québec,29,0,0,2,0,0
77,77,77,10582.0,38.23,1.0,bachelor/diploma,4.156204149699531,39.90644973774077,-81.12986042677841,1,1,Ohio,25,0,0,1,1,1
78,78,78,11894.0,51.22,3.0,bachelor/diploma,1.7321579602497192,49.395580456653406,-79.00056495027225,0,0,Québec,29,0,0,2,0,0
79,79,79,9877.0,62.5,2.0,masters degree,2.3324875425700964,40.76357572535445,-95.38676568138894,1,0,Iowa,10,3,0,0,1,0
80,80,80,11636.0,37.79,3.0,masters degree,3.095972586529104,37.96904480787583,-80.5099508054472,1,0,West Virginia,37,3,0,1,0,0
81,81,81,10278.0,41.13,4.0,bachelor/diploma,2.444588660391727,44.0620207057465,-88.04527371123228,1,0,Wisconsin,38,0,0,1,0,0
82,82,82,9089.0,62.65,3.0,bachelor/diploma,4.11735902729453,44.857145378610966,-79.87724693069497,1,0,Ontario,27,0,0,0,0,1
83,83,83,6120.0,71.04,3.0,masters degree,3.420831062600204,43.62998738118336,-106.26873058970098,1,0,Wyoming,39,3,2,0,0,1
84,84,84,9049.0,47.96,3.0,bachelor/diploma,2.5133609482299604,40.5605072899597,-85.44195686604074,0,0,Indiana,9,0,0,2,0,0
85,85,85,9374.0,59.29,2.0,bachelor/diploma,3.608237374879224,43.955294097500975,-83.70433564346781,1,1,Michigan,14,0,0,2,1,1
86,86,86,7338.0,26.63,2.0,masters degree,3.1517659027321803,45.672572346583614,-77.48590628307099,0,1,Ontario,27,3,2,1,1,1
87,87,87,10409.0,61.53,3.0,bachelor/diploma,3.049681287073289,43.23966158313199,-87.79723909855127,0,0,Wisconsin,38,0,0,0,0,0
88,88,88,13011.0,48.98,3.0,bachelor/diploma,2.75014214101101,42.05012929193753,-77.54037241886023,0,0,New York,22,0,0,2,0,0
89,89,89,10490.0,51.71,2.0,bachelor/diploma,3.3837601491825584,45.14032948213479,-87.4098749940057,0,1,Wisconsin,38,0,0,2,1,1
90,90,90,10430.0,72.68,2.0,bachelor/diploma,3.4487287728150338,40.9875552258232,-101.66380707035248,1,0,Nebraska,19,0,0,0,1,1
91,91,91,16348.0,32.45,3.0,bachelor/diploma,2.5932246134627333,41.46005118206251,-89.46568057161146,1,1,Illinois,8,0,1,1,0,0
92,92,92,13520.0,63.03,4.0,bachelor/diploma,2.786149156159264,45.75122614077729,-84.9047834313923,0,0,Michigan,14,0,1,0,0,0
93,93,93,14443.0,49.08,3.0,bachelor/diploma,2.8542260868139167,38.075080138808325,-74.07726766033521,0,0,,0,0,1,2,0,0
94,94,94,11662.0,23.22,2.0,bachelor/diploma,2.412699062843084,44.68819207416176,-79.17652922172323,0,1,Ontario,27,0,0,1,1,0
95,95,95,8372.0,58.9,3.0,masters degree,1.8627097517367688,41.112880664522976,-97.7407232056416,0,0,Nebraska,19,3,2,2,0,0
96,96,96,16872.0,36.8,2.0,bachelor/diploma,3.7675460401963408,41.04774621017523,-82.24433987379567,0,1,Ohio,25,0,1,1,1,1
97,97,97,8366.0,52.03,3.0,masters degree,3.009860559283484,41.990090287638175,-83.01427099507238,0,0,Ontario,27,3,2,2,0,0
98,98,98,7152.0,60.92,4.0,bachelor/diploma,1.9480894451612711,45.26407616654849,-89.10990449105573,1,0,Wisconsin,38,0,2,0,0,0
99,99,99,14737.0,88.98,3.0,bachelor/diploma,3.1780208008035062,45.31388607070583,-89.03440085030188,0,0,Wisconsin,38,0,1,0,0,1
100,100,100,9160.0,71.62,3.0,bachelor/diploma,3.380538076901464,47.26126182277648,-91.43221608641,1,0,Minnesota,15,0,0,0,0,1
101,101,101,13879.0,36.51,2.0,bachelor/diploma,2.707861626045988,42.62370132421788,-86.48497214623907,0,1,Michigan,14,0,1,1,1,0
102,102,102,15597.0,53.63,2.0,bachelor/diploma,3.1445371200476964,45.242448581985386,-86.14632777206495,0,1,Michigan,14,0,1,2,1,1
103,103,103,6350.0,57.75,2.0,masters degree,3.6556113256091054,37.702551509734285,-94.70152423055804,1,0,Kansas,11,3,2,2,1,1
104,104,104,5486.0,47.4,3.0,masters degree,3.55439801967861,39.75150841826844,-92.42523693410948,1,0,Missouri,17,3,2,2,0,1
105,105,105,20560.0,9.17,2.0,bachelor/diploma,3.2866157634699835,42.464536499675205,-93.33599786108776,1,1,Iowa,10,0,1,1,1,1
106,106,106,7816.0,69.75,1.0,masters degree,3.055234513795408,33.2203035327979,-119.32736957587838,1,0,,0,3,2,0,1,0
107,107,107,8384.0,47.89,2.0,masters degree,3.431192335490149,45.45870391995387,-93.07856633584204,1,0,Minnesota,15,3,2,2,1,1
108,108,108,9020.0,55.48,2.0,masters degree,4.104808129660993,40.266347070387056,-84.31774232695416,0,0,Ohio,25,3,0,2,1,1
109,109,109,15024.0,41.39,3.0,bachelor/diploma,2.8730984776467765,44.69226345563887,-82.12086802260106,0,1,Ontario,27,0,1,1,0,0
110,110,110,3596.0,42.08,1.0,masters degree,3.3317076417637628,43.89799987721304,-80.95098988878676,0,1,Ontario,27,3,2,1,1,1
111,111,111,10168.0,45.19,2.0,bachelor/diploma,2.4863260810832366,38.91787478756749,-82.1780110547077,1,1,Ohio,25,0,0,2,1,0
112,112,112,20797.0,56.74,2.0,masters degree,3.5787922924681954,40.060064005209775,-88.42476157009224,1,0,Illinois,8,3,1,2,1,1
113,113,113,11487.0,55.89,2.0,bachelor/diploma,4.218204420732264,37.862743306118986,-89.87367373449325,0,0,Missouri,17,0,0,2,1,1
114,114,114,9992.0,67.06,1.0,bachelor/diploma,4.694490311794056,36.04134136518125,-102.35682391756475,1,0,Texas,33,0,0,0,1,1
115,115,115,9136.0,43.32,2.0,bachelor/diploma,3.4622371045317326,40.54582456202802,-82.28554884122588,0,1,Ohio,25,0,0,1,1,1
116,116,116,14998.0,50.04,4.0,bachelor/diploma,3.5490489818050865,40.63052824353473,-83.51581148654391,0,0,Ohio,25,0,1,2,0,1
117,117,117,7242.0,59.79,2.0,bachelor/diploma,2.4677905811717005,47.001440135846,-92.31910082628929,1,0,Minnesota,15,0,2,2,1,0
118,118,118,8277.0,59.35,1.0,masters degree,4.704233547403135,38.41844256033876,-89.03464539410635,0,0,Illinois,8,3,2,2,1,1
119,119,119,10586.0,55.2,2.0,masters degree,3.4503945141328973,44.68120572083964,-85.85924946229892,1,1,Michigan,14,3,0,2,1,1
120,120,120,8403.0,38.17,4.0,masters degree,3.1622613078943136,39.42037833310536,-86.35545987643559,1,0,Indiana,9,3,2,1,0,1
121,121,121,14431.0,63.85,4.0,bachelor/diploma,2.8722450897097818,40.10978826469242,-89.01999377074614,0,0,Illinois,8,0,1,0,0,0
122,122,122,9348.0,53.23,4.0,bachelor/diploma,3.2639812187409447,45.08071827983001,-75.82669471729189,0,0,Ontario,27,0,0,2,0,1
123,123,123,8439.0,57.45,3.0,bachelor/diploma,2.4963443523645568,45.7107994213247,-90.87132836420746,1,0,Wisconsin,38,0,2,2,0,0
124,124,124,11342.0,49.57,3.0,masters degree,2.4320163619795387,38.484239996266346,-80.64936924958647,0,0,West Virginia,37,3,0,2,0,0
125,125,125,14796.0,69.15,3.0,bachelor/diploma,3.266012163852676,41.64551426046749,-89.70369444466519,0,0,Illinois,8,0,1,0,0,1
126,126,126,12376.0,43.5,3.0,bachelor/diploma,2.3602396605696034,39.63759378149346,-84.47307450885779,0,0,Ohio,25,0,0,1,0,0
127,127,127,15606.0,67.9,3.0,bachelor/diploma,2.490491740732207,43.95514181520581,-79.3163838298695,0,0,Ontario,27,0,1,0,0,0
128,128,128,11542.0,59.87,3.0,masters degree,3.738995599469227,39.713756578849896,-94.6482653831673,0,0,Missouri,17,3,0,2,0,1
129,129,129,8584.0,56.51,3.0,bachelor/diploma,2.190915127834712,44.90445006252085,-93.95062909823896,0,0,Minnesota,15,0,2,2,0,0
130,130,130,8453.0,58.18,2.0,bachelor/diploma,3.8959988485077086,38.90706416897126,-90.8797414139317,0,0,Missouri,17,0,2,2,1,1
131,131,131,17527.0,50.79,2.0,bachelor/diploma,3.6303484030950015,35.67542680483473,-75.86625061050863,1,1,North Carolina,23,0,1,2,1,1
132,132,132,13094.0,45.64,2.0,masters degree,3.3004866175879504,40.0853090235635,-81.17246938821823,0,1,Ohio,25,3,0,2,1,1
133,133,133,11305.0,60.86,4.0,bachelor/diploma,3.6333688857773976,46.915528761292194,-88.54502957039792,0,0,Michigan,14,0,0,0,0,1
134,134,134,7039.0,65.78,3.0,bachelor/diploma,3.0652214816587886,45.36165389028284,-86.56378314563585,1,0,Wisconsin,38,0,2,0,0,0
135,135,135,14690.0,45.37,2.0,masters degree,2.686135133962376,37.91628767302754,-80.65687055795783,1,1,West Virginia,37,3,1,2,1,0
136,136,136,16528.0,49.0,1.0,bachelor/diploma,2.494997914582173,36.621490098372256,-76.77354351754651,0,1,Virginia,36,0,1,2,1,0
137,137,137,13317.0,53.17,3.0,bachelor/diploma,3.153955382723993,48.232160052696656,-76.63572472644091,0,0,Québec,29,0,0,2,0,1
138,138,138,12764.0,56.18,4.0,bachelor/diploma,2.39345093214686,43.24231799068399,-89.0417203958379,1,0,Wisconsin,38,0,0,2,0,0
139,139,139,11545.0,67.83,3.0,masters degree,2.4279173048996867,42.0474872424349,-99.90259519965711,0,0,Nebraska,19,3,0,0,0,0
140,140,140,14915.0,49.97,2.0,bachelor/diploma,2.4108276302349534,41.16424736895173,-85.59152919388738,1,1,Indiana,9,0,1,2,1,0
141,141,141,8686.0,39.66,3.0,masters degree,3.542195252005332,38.58331650712962,-86.86805456303192,0,0,Indiana,9,3,2,1,0,1
142,142,142,24786.0,35.47,2.0,high-school,3.2891428507872087,43.604156592048575,-78.15066364887818,1,1,New York,22,1,1,1,1,1
143,143,143,13460.0,79.21,0.0,masters degree,4.174586443045861,34.78952817082996,-118.94290188782148,0,0,California,4,3,0,0,1,1
144,144,144,10603.0,64.43,2.0,masters degree,3.9821259756561536,40.61771379993552,-92.55042901217828,0,0,Iowa,10,3,0,0,1,1
145,145,145,14043.0,52.67,3.0,masters degree,2.9931638580328164,39.73093263651195,-89.10251015600254,1,0,Illinois,8,3,1,2,0,0
146,146,146,6273.0,56.16,2.0,masters degree,2.5841322523826022,44.6610459903286,-86.96101755735887,0,1,Wisconsin,38,3,2,2,1,0
147,147,147,11342.0,57.07,2.0,bachelor/diploma,3.1333645080403785,46.00387401690112,-86.72998575219653,0,1,Michigan,14,0,0,2,1,1
148,148,148,8333.0,52.69,2.0,masters degree,4.320579231599399,41.480623813620895,-78.0262224588317,1,0,Pennsylvania,28,3,2,2,1,1
149,149,149,13185.0,39.2,2.0,bachelor/diploma,2.1378504303160786,42.88218612479617,-85.20460197830538,0,1,Michigan,14,0,0,1,1,0
150,150,150,11378.0,53.97,1.0,bachelor/diploma,3.4564230897841206,34.98797615442318,-99.61358865910697,1,0,Oklahoma,26,0,0,2,1,1
151,151,151,14805.0,54.79,2.0,bachelor/diploma,3.2933587112965506,44.55604432815164,-81.39158591890099,0,0,Ontario,27,0,1,2,1,1
152,152,152,11971.0,48.52,3.0,bachelor/diploma,1.9911575574275675,39.44563306006201,-91.61969276751556,0,0,Missouri,17,0,0,2,0,0
153,153,153,5780.0,55.57,3.0,masters degree,3.160356439538796,47.86303584699501,-95.844757405535,1,0,Minnesota,15,3,2,2,0,1
154,154,154,12810.0,45.95,1.0,bachelor/diploma,2.491730074171785,42.61687888293513,-83.86616145600107,1,1,Michigan,14,0,0,2,1,0
155,155,155,11331.0,47.83,3.0,masters degree,3.0344384846533385,40.49094953056152,-83.47386757398158,1,0,Ohio,25,3,0,2,0,0
156,156,156,3328.0,39.51,3.0,higher education,3.39554607037316,38.2303137881604,-98.27268939978008,0,0,Kansas,11,2,2,1,0,1
157,157,157,6046.0,53.44,3.0,masters degree,2.771325525580119,44.04282319310912,-96.72256665416712,1,0,South Dakota,31,3,2,2,0,0
158,158,158,9015.0,57.98,2.0,bachelor/diploma,2.7816191247109834,38.820388340224135,-97.21636132282912,0,0,Kansas,11,0,0,2,1,0
159,159,159,11992.0,41.28,2.0,bachelor/diploma,3.244282629013544,48.71534349068966,-81.87220367067599,1,1,Ontario,27,0,0,1,1,1
160,160,160,10123.0,53.18,3.0,masters degree,2.586229803541862,38.660596919554365,-93.9092624941128,0,0,Missouri,17,3,0,2,0,0
161,161,161,8177.0,40.91,2.0,masters degree,2.7877280880675084,38.9685966852214,-91.66602179609076,0,0,Missouri,17,3,2,1,1,0
162,162,162,13872.0,43.33,1.0,bachelor/diploma,2.35234761730525,45.45902661086873,-80.20097738297254,1,1,Ontario,27,0,1,1,1,0
163,163,163,9892.0,80.68,4.0,bachelor/diploma,2.8073347849142403,48.325039805534495,-94.32297774752612,0,0,Minnesota,15,0,0,0,0,0
164,164,164,13601.0,55.64,2.0,masters degree,3.819974427031837,38.95739354507592,-89.3426641789694,0,0,Illinois,8,3,1,2,1,1
165,165,165,10930.0,66.5,3.0,bachelor/diploma,3.639968313890152,42.92311898502408,-93.87311839873291,0,0,Iowa,10,0,0,0,0,1
166,166,166,6043.0,54.25,2.0,bachelor/diploma,3.5158572286953644,36.41341915974533,-95.9064397922122,0,0,Oklahoma,26,0,2,2,1,1
167,167,167,11685.0,45.77,2.0,bachelor/diploma,3.072714992236279,44.44536573772333,-87.7529256503333,0,0,Wisconsin,38,0,0,2,1,0
168,168,168,11307.0,70.03,3.0,bachelor/diploma,2.7781227720348585,42.82031810381848,-94.56664371679165,0,0,Iowa,10,0,0,0,0,0
169,169,169,7293.0,50.31,3.0,masters degree,3.3346423182349296,41.88255588815868,-97.31640005652882,1,0,Nebraska,19,3,2,2,0,1
170,170,170,9413.0,55.06,3.0,bachelor/diploma,2.2135815423504748,46.42990181136761,-86.1548578320453,0,0,Michigan,14,0,0,2,0,0
171,171,171,14145.0,47.56,2.0,masters degree,3.1640086587838536,36.97064607388008,-90.2753839976331,0,0,Missouri,17,3,1,2,1,1
172,172,172,13281.0,56.56,2.0,masters degree,3.615438825203815,36.39113004041244,-97.09627349585554,0,0,Oklahoma,26,3,0,2,1,1
173,173,173,8824.0,40.65,1.0,masters degree,3.570058127958049,40.866177425376655,-80.87095326695129,0,1,Ohio,25,3,0,1,1,1
174,174,174,8923.0,43.1,1.0,bachelor/diploma,4.219240857521331,42.954324766230144,-82.79411401909067,1,1,Michigan,14,0,0,1,1,1
175,175,175,20056.0,33.9,3.0,bachelor/diploma,2.4317437832723665,38.12744676555192,-80.03874390172625,1,1,West Virginia,37,0,1,1,0,0
176,176,176,7345.0,67.75,2.0,bachelor/diploma,3.358112319954232,41.60993556300235,-96.08938239415492,1,0,Iowa,10,0,2,0,1,1
177,177,177,13397.0,86.08,2.0,bachelor/diploma,2.647702602100676,45.455409342298495,-90.88598337310992,0,0,Wisconsin,38,0,0,0,1,0
178,178,178,9075.0,66.8,3.0,masters degree,3.5748418423239285,43.83423809008497,-88.88469475245839,0,0,Wisconsin,38,3,0,0,0,1
179,179,179,13919.0,41.06,2.0,masters degree,3.1569099059133,37.77569504803333,-79.8349988001723,0,1,Virginia,36,3,1,1,1,1
180,180,180,13599.0,66.14,2.0,masters degree,3.761026411426264,39.57415945606082,-97.68542103109984,0,0,Kansas,11,3,1,0,1,1
181,181,181,7054.0,42.6,3.0,bachelor/diploma,2.804030680156957,41.10709864414552,-77.13833090556375,1,0,Pennsylvania,28,0,2,1,0,0
182,182,182,11613.0,40.92,1.0,bachelor/diploma,3.656835604691111,40.53681920323034,-81.95672089827258,0,1,Ohio,25,0,0,1,1,1
183,183,183,9651.0,45.68,4.0,masters degree,3.4220655303894687,43.39650307163866,-89.68005649721394,0,0,Wisconsin,38,3,0,2,0,1
184,184,184,7778.0,48.72,1.0,masters degree,3.189759253328785,31.761438721193684,-103.30732233707984,1,0,Texas,33,3,2,2,1,1
185,185,185,9093.0,57.71,3.0,bachelor/diploma,2.298277768574036,47.68955514351518,-87.21456109976342,0,0,Michigan,14,0,0,2,0,0
186,186,186,12937.0,60.19,1.0,bachelor/diploma,3.154612398893013,45.21453147400892,-81.6174898832788,1,1,Ontario,27,0,0,2,1,1
